
04:10:06,05.5,45.1,04.4,30.4,11.4,03.3
04:10:08,01.2,24.1,04.7,64.7,04.9,00.3
04:10:09,02.5,46.5,01.5,46.1,01.7,01.8
04:10:11,04.1,09.4,25.8,59.6,00.7,00.4
04:10:12,04.2,05.3,43.8,46.1,00.3,00.3
04:10:13,05.0,39.4,07.2,06.9,41.3,00.3
04:10:13,03.0,15.1,32.8,33.3,13.1,02.7
04:10:15,28.8,16.7,03.6,48.0,01.0,01.9
04:10:16,03.9,18.3,24.8,43.8,07.7,01.5
04:10:17,04.6,44.4,09.0,25.9,12.7,03.4
04:10:18,01.5,50.4,01.0,05.6,40.8,00.7
04:10:19,51.2,01.3,01.4,43.6,00.8,01.7
04:10:20,02.8,05.3,32.2,56.5,02.3,00.9
04:10:21,04.3,10.6,07.0,75.9,02.1,00.1
04:10:22,50.4,00.5,00.8,43.8,03.9,00.6
04:10:23,30.4,09.3,04.2,51.3,02.6,02.2
04:10:23,22.5,41.6,08.1,18.8,08.1,01.0
04:10:24,00.2,00.6,50.2,48.7,00.3,00.0
04:10:26,30.5,10.5,15.8,32.2,07.7,03.3
04:10:26,15.4,11.9,15.8,55.1,00.9,00.8
04:10:27,36.6,06.9,06.8,19.7,28.3,01.8
04:10:27,05.3,46.9,09.3,22.3,12.8,03.4
04:10:28,03.3,03.8,20.4,40.0,31.6,00.8
04:10:29,50.6,01.4,00.5,42.3,04.8,00.3
04:10:30,67.0,01.0,00.8,14.5,15.7,00.9
04:10:31,04.4,13.0,27.1,54.4,00.6,00.5
04:10:31,00.4,50.2,12.7,22.3,13.2,01.2
04:10:31,03.6,31.1,08.8,48.6,07.0,00.9
04:10:32,50.2,00.2,00.2,44.9,04.4,00.1
04:10:33,04.3,25.4,25.5,24.8,19.4,00.7
04:10:35,03.8,00.6,00.3,47.1,01.8,46.4
04:10:35,02.7,00.1,00.4,84.9,11.8,00.1
04:10:36,52.3,00.1,00.2,47.1,00.1,00.2
04:10:37,04.7,45.2,09.2,24.7,12.7,03.4
04:10:38,07.0,44.8,06.7,14.9,13.2,13.4
04:10:39,00.9,26.5,10.6,61.9,00.1,00.1
04:10:40,06.1,47.0,01.9,43.5,00.9,00.4
04:10:41,02.7,06.4,04.0,45.8,40.5,00.6
04:10:42,16.2,39.8,02.3,38.9,02.3,00.4
04:10:43,20.8,03.6,05.6,61.4,06.9,01.8
04:10:45,05.0,15.8,14.7,53.4,10.2,00.8
04:10:45,38.2,05.3,05.2,04.7,44.9,01.6
04:10:46,15.0,13.1,19.1,46.4,05.6,00.8
04:10:46,17.3,29.6,17.4,15.0,20.0,00.8
04:10:47,02.9,06.6,43.4,03.6,43.0,00.5
04:10:48,03.3,22.8,07.1,50.3,09.7,06.8
04:12:13,20.8,20.9,12.2,21.1,24.4,00.7
04:12:28,25.7,24.3,09.7,05.7,21.6,13.1
04:12:30,17.1,14.4,34.3,15.4,17.3,01.5
04:12:30,48.7,11.2,06.1,17.8,09.7,06.5
04:12:31,13.4,04.7,20.4,08.1,42.6,10.8
04:12:31,02.1,17.1,28.3,46.5,05.5,00.5
04:12:32,00.6,04.6,36.4,56.0,02.1,00.4
04:12:33,45.1,05.2,01.7,43.5,03.7,00.9
04:12:33,29.4,14.4,30.3,18.3,05.1,02.6
04:12:36,00.9,03.2,19.0,48.2,27.8,00.9
04:12:36,00.8,04.1,31.7,62.1,01.2,00.1
04:12:37,14.4,09.7,17.6,57.1,00.4,00.8
