05.5,45.1,04.4,30.4,11.4,03.3
01.2,24.1,04.7,64.7,04.9,00.3
02.5,46.5,01.5,46.1,01.7,01.8
04.1,09.4,25.8,59.6,00.7,00.4
04.2,05.3,43.8,46.1,00.3,00.3
05.0,39.4,07.2,06.9,41.3,00.3
03.0,15.1,32.8,33.3,13.1,02.7
28.8,16.7,03.6,48.0,01.0,01.9
03.9,18.3,24.8,43.8,07.7,01.5
04.6,44.4,09.0,25.9,12.7,03.4
01.5,50.4,01.0,05.6,40.8,00.7
51.2,01.3,01.4,43.6,00.8,01.7
02.8,05.3,32.2,56.5,02.3,00.9
04.3,10.6,07.0,75.9,02.1,00.1
50.4,00.5,00.8,43.8,03.9,00.6
30.4,09.3,04.2,51.3,02.6,02.2
22.5,41.6,08.1,18.8,08.1,01.0
00.2,00.6,50.2,48.7,00.3,00.0
30.5,10.5,15.8,32.2,07.7,03.3
15.4,11.9,15.8,55.1,00.9,00.8
36.6,06.9,06.8,19.7,28.3,01.8
05.3,46.9,09.3,22.3,12.8,03.4
03.3,03.8,20.4,40.0,31.6,00.8
50.6,01.4,00.5,42.3,04.8,00.3
67.0,01.0,00.8,14.5,15.7,00.9
04.4,13.0,27.1,54.4,00.6,00.5
00.4,50.2,12.7,22.3,13.2,01.2
03.6,31.1,08.8,48.6,07.0,00.9
50.2,00.2,00.2,44.9,04.4,00.1
04.3,25.4,25.5,24.8,19.4,00.7
03.8,00.6,00.3,47.1,01.8,46.4
02.7,00.1,00.4,84.9,11.8,00.1
52.3,00.1,00.2,47.1,00.1,00.2
04.7,45.2,09.2,24.7,12.7,03.4
07.0,44.8,06.7,14.9,13.2,13.4
00.9,26.5,10.6,61.9,00.1,00.1
06.1,47.0,01.9,43.5,00.9,00.4
02.7,06.4,04.0,45.8,40.5,00.6
16.2,39.8,02.3,38.9,02.3,00.4
20.8,03.6,05.6,61.4,06.9,01.8
05.0,15.8,14.7,53.4,10.2,00.8
38.2,05.3,05.2,04.7,44.9,01.6
15.0,13.1,19.1,46.4,05.6,00.8
17.3,29.6,17.4,15.0,20.0,00.8
02.9,06.6,43.4,03.6,43.0,00.5
03.3,22.8,07.1,50.3,09.7,06.8
20.8,20.9,12.2,21.1,24.4,00.7
25.7,24.3,09.7,05.7,21.6,13.1
17.1,14.4,34.3,15.4,17.3,01.5
48.7,11.2,06.1,17.8,09.7,06.5
13.4,04.7,20.4,08.1,42.6,10.8
02.1,17.1,28.3,46.5,05.5,00.5
00.6,04.6,36.4,56.0,02.1,00.4
45.1,05.2,01.7,43.5,03.7,00.9
29.4,14.4,30.3,18.3,05.1,02.6
00.9,03.2,19.0,48.2,27.8,00.9
00.8,04.1,31.7,62.1,01.2,00.1
14.4,09.7,17.6,57.1,00.4,00.8
03.3,22.8,07.1,50.3,09.7,06.8
01.2,36.4,06.1,56.0,00.2,00.1
39.1,06.7,01.5,04.3,46.8,01.6
01.5,01.9,39.0,15.3,42.3,00.1
06.9,47.3,08.6,15.9,20.6,00.7
03.3,22.8,07.1,50.3,09.7,06.8
06.5,49.2,06.9,05.5,29.6,02.3
04.0,31.5,08.0,10.1,45.9,00.6
09.5,36.6,01.8,49.9,01.4,00.7
47.7,01.9,00.6,48.1,01.0,00.7
03.1,31.7,21.0,30.7,10.5,03.0
03.3,22.8,07.1,50.3,09.7,06.8
01.0,14.8,03.0,77.9,01.8,01.5
49.4,00.0,00.0,50.0,00.0,00.6
22.1,49.4,10.7,10.5,06.8,00.6
49.0,02.9,02.8,07.4,34.4,03.6
03.3,22.8,07.1,50.3,09.7,06.8
06.1,48.1,06.8,16.0,19.5,03.5
59.5,05.7,02.3,17.5,14.1,00.9
04.6,44.4,09.0,25.9,12.7,03.4
00.9,01.6,00.7,52.2,44.5,00.2
63.5,01.1,07.1,06.6,15.4,06.3
26.7,12.6,03.8,11.8,44.6,00.6
04.6,44.4,09.0,25.9,12.7,03.4
01.2,36.4,06.1,56.0,00.2,00.1
02.7,03.8,40.3,06.0,47.1,00.1
01.2,36.4,06.1,56.0,00.2,00.1
11.4,30.5,17.3,30.7,07.7,02.4
12.5,36.1,00.8,49.3,00.9,00.3
06.1,31.6,01.8,60.2,00.1,00.2
33.8,02.9,00.9,41.4,08.3,12.8
41.3,02.8,05.0,12.4,35.7,02.7
20.4,33.2,11.8,15.3,19.0,00.3
06.5,06.8,30.4,14.8,40.1,01.4
26.8,02.3,02.1,02.4,29.9,36.6
05.3,46.9,09.3,22.3,12.8,03.4
49.9,00.7,02.6,46.0,00.1,00.7
03.2,03.7,45.7,42.0,04.9,00.4
06.1,16.9,16.0,59.3,01.2,00.5
10.5,00.8,52.3,19.2,16.5,00.7
12.1,30.7,35.7,13.9,06.1,01.6
44.0,05.9,03.5,32.0,09.3,05.4
01.2,36.4,06.1,56.0,00.2,00.1
04.5,51.6,12.6,21.7,08.2,01.4
00.3,04.0,47.9,16.4,30.9,00.4
29.5,01.4,47.7,15.8,05.0,00.5
01.8,02.3,47.2,08.5,39.8,00.4
47.5,00.5,00.6,30.7,20.5,00.3
00.3,00.9,07.0,49.8,40.7,01.3
10.1,33.2,25.3,23.4,06.5,01.5
50.1,00.2,00.6,44.9,03.6,00.6
03.7,49.9,07.0,23.5,14.9,01.0
00.2,49.8,01.0,02.8,45.9,00.3
38.8,06.9,00.7,49.1,01.7,02.9
40.3,00.1,00.3,49.5,00.2,09.6
24.0,01.1,06.7,18.3,24.9,25.0
00.4,01.9,38.1,44.0,13.5,02.2
10.6,03.2,49.4,29.0,07.6,00.2
02.8,05.3,32.2,56.5,02.3,00.9
02.9,04.3,00.8,81.8,09.7,00.5
06.1,50.2,10.6,23.8,08.8,00.5
06.6,01.5,02.8,88.3,00.7,00.1
49.7,00.4,30.7,02.8,15.8,00.6
01.3,49.5,24.1,21.6,01.0,02.6
04.9,31.3,47.7,10.1,04.5,01.5
02.5,07.7,50.3,37.3,01.9,00.2
01.2,14.9,25.6,35.1,22.6,00.6
01.6,43.1,05.0,25.1,19.3,06.0
00.3,00.9,46.5,49.4,02.5,00.4
46.4,00.6,00.5,47.1,04.6,00.8
10.6,02.3,01.0,44.1,02.1,39.9
00.5,05.0,04.1,42.9,46.7,00.7
50.1,00.2,00.6,48.0,00.9,00.1
01.4,40.0,09.2,46.8,02.5,00.3
49.7,00.2,02.6,47.1,00.0,00.4
49.9,00.1,49.8,00.1,00.1,00.0
50.1,14.8,05.2,18.7,05.0,06.3
28.0,05.1,01.5,34.0,30.9,00.5
02.6,49.9,00.1,47.2,00.2,00.1
52.6,34.1,02.5,10.5,00.1,00.1
02.2,30.5,13.1,53.3,00.6,00.3
01.1,07.5,02.3,44.1,44.8,00.1
14.1,26.3,11.5,04.9,41.4,01.9
01.5,00.6,50.0,47.3,00.6,00.1
17.4,20.3,03.1,25.9,33.0,00.3
00.8,00.3,01.6,50.5,46.2,00.5
07.7,39.9,09.3,36.4,04.5,02.2
46.0,07.0,01.1,34.3,10.9,00.7
01.7,49.9,01.4,35.1,11.8,00.1
49.4,01.2,00.5,47.7,01.0,00.2
14.7,26.5,04.4,49.2,04.0,01.2
59.2,04.1,03.0,04.8,27.0,02.0
41.7,00.3,00.1,57.2,00.6,00.1
04.7,45.2,09.2,24.7,12.7,03.4
00.4,11.9,34.9,04.4,48.1,00.4
02.6,15.6,27.5,50.4,02.4,01.5
08.9,06.3,10.5,04.1,60.7,09.6
18.4,27.1,08.8,39.0,04.5,02.2
10.9,11.8,35.0,38.7,02.8,00.7
13.3,04.5,01.4,42.8,37.4,00.7
01.0,42.8,03.2,06.4,46.3,00.2
02.5,18.1,24.1,10.7,43.5,01.2
06.3,48.3,10.3,29.7,04.1,01.4
01.8,38.1,06.8,52.6,00.4,00.3
48.5,00.9,00.5,49.0,00.9,00.3
37.7,06.4,09.7,30.1,14.4,01.9
02.2,00.1,00.2,50.0,03.0,44.5
03.4,01.0,02.9,91.7,00.7,00.2
01.5,45.8,03.0,08.7,40.4,00.7
36.7,34.2,11.7,07.2,09.5,00.7
51.5,00.2,00.2,46.7,00.6,00.9
02.5,33.6,41.5,19.2,02.2,00.9
11.7,09.7,22.4,28.1,27.1,01.1
00.5,10.6,37.8,50.1,00.8,00.2
01.0,02.6,18.8,37.0,39.5,01.2
01.2,45.8,01.7,50.5,00.7,00.1
01.5,01.9,02.8,31.6,60.5,01.7
06.3,22.8,15.3,41.3,13.9,00.4
50.1,00.9,01.1,41.1,06.1,00.7
12.8,14.4,34.8,34.3,03.3,00.5
04.9,45.7,09.3,23.9,12.8,03.4
04.7,45.2,09.2,24.7,12.7,03.4
01.2,40.4,06.2,49.9,02.2,00.2
10.1,37.7,16.8,20.3,11.0,04.1
01.3,42.5,44.0,09.2,02.3,00.7
09.4,46.2,03.3,39.5,01.2,00.4
05.8,40.2,13.1,24.5,12.8,03.5
53.6,06.4,07.2,28.0,01.3,03.4
00.4,48.0,01.6,00.7,49.0,00.2
01.2,04.2,50.6,24.3,18.2,01.6
21.5,28.4,01.2,36.6,12.1,00.2
05.2,46.4,09.4,22.7,12.8,03.4
10.2,05.7,07.5,44.8,07.6,24.2
02.7,01.3,02.1,30.6,12.6,50.6
09.6,70.7,02.9,08.1,05.8,02.8
05.1,25.1,20.1,46.0,02.6,01.1
08.5,18.5,30.7,23.6,17.1,01.6
01.6,01.9,48.0,46.5,01.9,00.1
09.8,22.7,35.1,20.6,09.0,02.9
01.2,36.4,06.1,56.0,00.2,00.1
13.5,39.5,07.2,26.4,12.3,01.0
10.1,28.7,02.9,57.1,00.5,00.6
01.9,48.9,16.0,03.2,29.5,00.5
04.7,49.8,01.9,11.6,31.2,00.8
22.6,26.0,02.7,40.1,07.3,01.3
09.0,50.2,03.4,19.9,16.2,01.3
10.1,08.1,26.2,42.3,11.2,02.1
07.1,43.8,05.9,37.6,03.7,01.9
00.5,38.4,11.1,44.7,04.5,00.8
44.0,10.5,07.3,28.9,07.0,02.2
06.1,50.6,22.4,06.5,11.5,02.8
50.1,06.9,04.0,19.2,16.8,03.0
04.6,44.4,09.0,25.9,12.7,03.4
02.0,38.4,10.1,47.3,01.9,00.3
37.1,09.4,01.4,50.6,00.6,01.0
22.3,04.4,01.7,58.3,13.0,00.3
09.2,37.8,08.2,14.3,25.8,04.6
16.6,30.3,18.4,12.7,16.3,05.7
39.9,08.5,00.9,45.0,05.3,00.4
00.4,01.5,39.1,18.2,40.3,00.5
63.2,03.1,00.9,06.1,26.2,00.5
01.9,03.1,60.9,25.8,07.6,00.6
01.7,10.1,48.2,30.7,08.1,01.2
18.0,20.0,14.2,27.9,19.0,00.9
00.1,00.4,46.4,50.0,02.8,00.3
59.9,04.9,07.5,18.3,05.6,03.8
02.4,43.3,05.6,44.4,03.6,00.7
51.9,00.7,01.6,43.3,02.2,00.3
01.2,36.4,06.1,56.0,00.2,00.1
50.2,00.9,00.9,12.8,34.8,00.4
25.5,06.5,58.3,06.1,01.5,02.1
01.6,05.6,47.4,12.2,32.3,00.9
42.3,14.9,01.2,13.5,26.8,01.3
49.6,00.2,01.9,41.9,03.5,02.9
11.9,40.2,08.4,08.5,22.7,08.3
46.5,06.6,05.4,13.0,13.3,15.3
01.9,22.0,10.5,63.7,01.7,00.2
01.4,12.6,49.3,30.8,05.3,00.5
04.1,00.4,50.3,14.8,30.4,00.0
04.5,19.2,25.6,45.5,04.3,00.9
01.0,47.2,01.5,49.3,00.5,00.5
15.6,16.3,20.3,45.6,01.1,01.0
03.0,12.6,02.9,69.2,11.0,01.2
00.6,00.6,49.4,02.1,47.1,00.2
35.9,50.8,00.7,12.0,00.4,00.2
02.4,31.1,20.0,14.4,30.4,01.7
